student_id,concept_id,num_questions,confusion_score,help_requests,recency_days,help_style
S1770,K032,9,0.482,3,24,explanation
S1770,K006,9,0.395,3,30,explanation
S1770,K035,10,0.482,3,19,explanation
S1770,K014,5,0.328,1,35,explanation
S1770,K017,6,0.371,2,19,explanation
S1770,K056,8,0.408,2,15,explanation
S1770,K058,6,0.383,2,25,explanation
S1770,K062,4,0.357,1,18,explanation
S1770,K078,7,0.109,1,19,explanation
S1770,K002,8,0.456,3,20,explanation
S1771,K075,6,0.407,2,22,explanation
S1771,K029,11,0.676,5,20,explanation
S1771,K025,10,0.621,4,13,explanation
S1771,K023,9,0.57,3,19,explanation
S1771,K001,9,0.632,4,32,explanation
S1771,K065,5,0.457,1,18,explanation
S1771,K036,9,0.667,4,23,explanation
S1771,K010,9,0.478,3,17,explanation
S1771,K024,9,0.527,3,29,explanation
S1771,K018,12,0.788,6,21,explanation
S1771,K045,7,0.615,3,32,explanation
S1771,K071,4,0.363,1,9,explanation
S1771,K022,10,0.531,4,24,explanation
S1771,K063,9,0.548,3,23,explanation
S1771,K034,10,0.616,4,26,explanation
S1771,K062,2,0.486,0,21,explanation
S1771,K033,6,0.502,2,15,explanation
S1771,K080,6,0.315,1,20,explanation
S1771,K039,6,0.538,2,27,explanation
S1771,K015,4,0.409,1,15,explanation
S1772,K020,9,0.453,3,16,practice
S1772,K029,6,0.546,2,18,practice
S1772,K028,9,0.508,3,28,practice
S1772,K023,4,0.37,1,21,practice
S1772,K026,12,0.532,4,10,practice
S1772,K065,4,0.357,1,23,practice
S1772,K040,5,0.318,1,12,practice
S1772,K024,2,0.492,0,33,practice
S1772,K076,4,0.402,1,24,practice
S1772,K052,11,0.378,3,9,practice
S1772,K027,5,0.457,1,20,practice
S1772,K022,7,0.498,2,19,practice
S1772,K019,8,0.488,3,21,practice
S1772,K063,5,0.349,1,12,practice
S1772,K047,9,0.324,2,7,practice
S1772,K034,5,0.621,2,15,practice
S1772,K080,4,0.199,1,24,practice
S1772,K055,12,0.616,5,16,practice
S1772,K054,10,0.457,3,16,practice
S1773,K075,6,0.169,1,14,examples
S1773,K025,4,0.237,1,16,examples
S1773,K028,7,0.113,1,12,examples
S1773,K031,7,0.119,1,21,examples
S1773,K036,2,0.272,0,18,examples
S1773,K010,7,0.21,1,27,examples
S1773,K040,7,0.335,2,22,examples
S1773,K024,5,0.219,1,14,examples
S1773,K076,8,0.317,2,16,examples
S1773,K007,3,0.108,0,16,examples
S1773,K021,5,0.284,1,15,examples
S1773,K077,3,0.086,0,14,examples
S1773,K033,3,0.05,0,16,examples
S1774,K036,5,0.58,2,17,explanation
S1774,K050,6,0.459,2,21,explanation
S1774,K068,6,0.465,2,17,explanation
S1774,K004,5,0.447,1,24,explanation
S1774,K076,7,0.326,2,19,explanation
S1774,K067,3,0.333,0,26,explanation
S1774,K071,13,0.474,5,17,explanation
S1774,K043,9,0.502,3,16,explanation
S1774,K064,12,0.431,4,22,explanation
S1774,K034,6,0.567,2,22,explanation
S1774,K058,7,0.522,2,19,explanation
S1774,K077,3,0.472,1,18,explanation
S1774,K062,4,0.561,1,15,explanation
S1774,K042,9,0.571,3,13,explanation
S1775,K025,10,0.569,4,17,explanation
S1775,K026,14,0.686,6,14,explanation
S1775,K072,7,0.37,2,23,explanation
S1775,K076,4,0.402,1,14,explanation
S1775,K052,7,0.465,2,27,explanation
S1775,K032,5,0.493,1,17,explanation
S1775,K006,8,0.505,3,25,explanation
S1775,K027,6,0.489,2,25,explanation
S1775,K063,8,0.547,3,18,explanation
S1775,K048,9,0.564,3,22,explanation
S1775,K064,8,0.532,3,20,explanation
S1775,K056,8,0.645,3,21,explanation
S1775,K046,6,0.567,2,19,explanation
S1775,K002,6,0.61,2,23,explanation
S1775,K042,8,0.506,3,17,explanation
S1775,K079,6,0.428,2,20,explanation
S1775,K073,4,0.438,1,26,explanation
S1776,K075,1,0.018,0,7,practice
S1776,K028,2,0.218,0,25,practice
S1776,K026,4,0.338,1,14,practice
S1776,K051,3,0.244,0,15,practice
S1776,K031,3,0.138,0,20,practice
S1776,K030,3,0.266,0,18,practice
S1776,K004,3,0.132,0,22,practice
S1776,K009,4,0.108,0,17,practice
S1776,K052,3,0.066,0,12,practice
S1776,K045,3,0.229,0,9,practice
S1776,K006,9,0.232,2,19,practice
S1776,K014,2,0.233,0,13,practice
S1776,K017,6,0.186,1,23,practice
S1776,K073,1,0.104,0,13,practice
S1776,K003,4,0.073,0,13,practice
S1776,K077,5,0.109,1,18,practice
S1777,K020,5,0.485,1,14,diagram
S1777,K029,7,0.443,2,6,diagram
S1777,K072,1,0.152,0,13,diagram
S1777,K001,2,0.269,0,12,diagram
S1777,K050,2,0.439,0,24,diagram
S1777,K057,5,0.239,1,16,diagram
S1777,K052,15,0.408,5,14,diagram
S1777,K056,9,0.522,3,12,diagram
S1777,K034,8,0.504,3,21,diagram
S1777,K058,1,0.293,0,23,diagram
S1777,K055,2,0.285,0,17,diagram
S1777,K046,8,0.389,2,25,diagram
S1777,K039,5,0.547,2,16,diagram
S1777,K015,6,0.316,1,10,diagram
S1777,K042,4,0.419,1,10,diagram
S1777,K073,8,0.204,2,18,diagram
S1778,K037,8,0.408,2,10,practice
S1778,K025,7,0.284,2,15,practice
S1778,K026,14,0.537,5,13,practice
S1778,K031,9,0.323,2,11,practice
S1778,K072,6,0.286,1,20,practice
S1778,K013,1,0.424,0,15,practice
S1778,K069,7,0.312,2,28,practice
S1778,K035,6,0.603,2,17,practice
S1778,K038,5,0.163,1,16,practice
S1778,K064,6,0.275,1,9,practice
S1778,K003,8,0.392,2,14,practice
S1778,K008,5,0.458,1,26,practice
S1778,K080,3,0.22,0,26,practice
S1778,K046,6,0.421,2,17,practice
S1778,K078,8,0.281,2,20,practice
S1778,K042,6,0.317,1,23,practice
S1778,K054,5,0.388,1,25,practice
S1779,K075,6,0.425,2,19,explanation
S1779,K025,9,0.664,4,11,explanation
S1779,K072,5,0.431,1,18,explanation
S1779,K011,6,0.368,2,17,explanation
S1779,K049,11,0.66,5,21,explanation
S1779,K040,10,0.535,4,12,explanation
S1779,K004,9,0.512,3,14,explanation
S1779,K044,6,0.507,2,21,explanation
S1779,K067,6,0.39,2,20,explanation
S1779,K052,4,0.336,1,10,explanation
S1779,K071,7,0.373,2,13,explanation
S1779,K048,8,0.545,3,23,explanation
S1779,K062,8,0.421,2,21,explanation
S1779,K080,3,0.226,0,24,explanation
S1779,K078,3,0.458,1,17,explanation
S1779,K042,9,0.594,3,23,explanation
S1779,K073,6,0.327,1,15,explanation
S1780,K025,6,0.5,2,16,diagram
S1780,K028,10,0.574,4,17,diagram
S1780,K001,4,0.493,1,22,diagram
S1780,K065,8,0.562,3,22,diagram
S1780,K060,3,0.499,1,16,diagram
S1780,K036,12,0.499,4,18,diagram
S1780,K005,5,0.479,1,14,diagram
S1780,K040,9,0.672,4,20,diagram
S1780,K024,7,0.631,3,17,diagram
S1780,K044,10,0.738,4,16,diagram
S1780,K032,9,0.468,3,11,diagram
S1780,K059,3,0.432,1,16,diagram
S1780,K035,10,0.678,4,17,diagram
S1780,K027,10,0.55,4,20,diagram
S1780,K019,6,0.741,2,23,diagram
S1780,K014,7,0.425,2,13,diagram
S1780,K056,11,0.598,4,14,diagram
S1780,K008,6,0.437,2,15,diagram
S1780,K033,5,0.425,1,18,diagram
S1780,K078,2,0.121,0,19,diagram
S1780,K054,10,0.604,4,17,diagram
S1781,K020,5,0.387,1,23,examples
S1781,K037,5,0.417,1,11,examples
S1781,K025,6,0.567,2,26,examples
S1781,K028,7,0.586,3,21,examples
S1781,K026,8,0.532,3,26,examples
S1781,K031,11,0.502,4,21,examples
S1781,K065,7,0.388,2,28,examples
S1781,K060,8,0.354,2,26,examples
S1781,K011,8,0.295,2,18,examples
S1781,K061,12,0.362,4,18,examples
S1781,K005,16,0.514,6,24,examples
S1781,K069,6,0.329,1,11,examples
S1781,K009,11,0.409,3,27,examples
S1781,K063,10,0.56,4,23,examples
S1781,K048,4,0.455,1,20,examples
S1781,K070,9,0.533,3,17,examples
S1781,K008,11,0.456,4,18,examples
S1781,K053,5,0.5,2,22,examples
S1781,K039,8,0.447,3,14,examples
S1781,K054,7,0.414,2,18,examples
S1782,K020,5,0.138,1,21,diagram
S1782,K025,3,0.16,0,13,diagram
S1782,K072,7,0.138,1,24,diagram
S1782,K060,4,0.286,1,18,diagram
S1782,K011,5,0.332,1,18,diagram
S1782,K061,11,0.373,3,17,diagram
S1782,K068,8,0.202,2,16,diagram
S1782,K005,3,0.365,1,20,diagram
S1782,K044,3,0.35,1,21,diagram
S1782,K009,11,0.272,3,22,diagram
S1782,K045,9,0.323,2,15,diagram
S1782,K022,4,0.22,1,24,diagram
S1782,K019,4,0.251,1,20,diagram
S1782,K063,6,0.328,1,22,diagram
S1782,K047,7,0.242,2,16,diagram
S1782,K016,8,0.391,2,26,diagram
S1782,K053,13,0.437,4,17,diagram
S1782,K054,10,0.209,2,16,diagram
S1783,K023,5,0.239,1,13,explanation
S1783,K026,3,0.299,0,16,explanation
S1783,K031,5,0.302,1,17,explanation
S1783,K001,5,0.224,1,21,explanation
S1783,K011,4,0.251,1,17,explanation
S1783,K013,8,0.36,2,16,explanation
S1783,K005,5,0.219,1,27,explanation
S1783,K024,7,0.229,2,20,explanation
S1783,K057,6,0.141,1,11,explanation
S1783,K045,3,0.266,0,10,explanation
S1783,K027,8,0.355,2,19,explanation
S1783,K038,7,0.34,2,17,explanation
S1783,K043,4,0.322,1,20,explanation
S1783,K063,7,0.38,2,15,explanation
S1783,K064,9,0.402,3,20,explanation
S1783,K056,6,0.344,2,23,explanation
S1783,K003,13,0.362,4,13,explanation
S1783,K077,7,0.318,2,14,explanation
S1783,K041,5,0.103,1,8,explanation
S1783,K055,6,0.26,1,18,explanation
S1783,K046,3,0.504,1,14,explanation
S1783,K002,5,0.387,1,20,explanation
S1783,K079,6,0.259,1,26,explanation
S1784,K028,8,0.664,3,21,practice
S1784,K023,7,0.493,2,14,practice
S1784,K051,6,0.513,2,9,practice
S1784,K031,6,0.575,2,18,practice
S1784,K001,7,0.46,2,25,practice
S1784,K061,6,0.559,2,24,practice
S1784,K052,4,0.666,1,19,practice
S1784,K032,8,0.645,3,12,practice
S1784,K062,8,0.411,2,14,practice
S1784,K041,7,0.573,3,27,practice
S1784,K078,11,0.381,3,18,practice
S1784,K073,4,0.237,1,16,practice
S1785,K037,8,0.428,2,8,diagram
S1785,K028,6,0.485,2,21,diagram
S1785,K023,4,0.433,1,16,diagram
S1785,K026,7,0.463,2,22,diagram
S1785,K051,6,0.21,1,5,diagram
S1785,K031,6,0.361,2,19,diagram
S1785,K001,3,0.285,0,21,diagram
S1785,K065,5,0.379,1,11,diagram
S1785,K061,3,0.244,0,20,diagram
S1785,K068,7,0.482,2,17,diagram
S1785,K076,6,0.276,1,26,diagram
S1785,K044,4,0.456,1,16,diagram
S1785,K035,6,0.366,2,2,diagram
S1785,K038,9,0.437,3,23,diagram
S1785,K022,7,0.411,2,17,diagram
S1785,K043,4,0.389,1,23,diagram
S1785,K048,7,0.392,2,14,diagram
S1785,K003,3,0.29,0,14,diagram
S1785,K080,8,0.213,2,9,diagram
S1785,K078,11,0.41,4,21,diagram
S1785,K002,7,0.389,2,10,diagram
S1785,K015,11,0.47,4,25,diagram
S1785,K042,8,0.401,2,18,diagram
S1785,K079,5,0.181,1,15,diagram
S1786,K037,8,0.474,3,25,practice
S1786,K025,8,0.495,3,20,practice
S1786,K028,6,0.713,2,16,practice
S1786,K051,8,0.496,3,25,practice
S1786,K065,3,0.436,1,21,practice
S1786,K013,6,0.52,2,24,practice
S1786,K068,8,0.45,3,24,practice
S1786,K067,5,0.401,1,16,practice
S1786,K045,8,0.57,3,26,practice
S1786,K027,5,0.393,1,20,practice
S1786,K047,8,0.548,3,16,practice
S1786,K053,10,0.608,4,30,practice
S1786,K077,9,0.302,2,22,practice
S1786,K062,4,0.446,1,24,practice
S1786,K033,4,0.357,1,16,practice
S1786,K078,7,0.357,2,20,practice
S1786,K042,5,0.548,2,24,practice
S1786,K079,4,0.329,1,16,practice
S1787,K075,5,0.388,1,18,diagram
S1787,K028,5,0.508,2,19,diagram
S1787,K026,6,0.451,2,12,diagram
S1787,K031,8,0.624,3,21,diagram
S1787,K001,3,0.424,1,31,diagram
S1787,K065,10,0.415,3,27,diagram
S1787,K011,4,0.28,1,24,diagram
S1787,K036,3,0.427,1,7,diagram
S1787,K049,7,0.372,2,29,diagram
S1787,K009,6,0.44,2,23,diagram
S1787,K018,5,0.427,1,17,diagram
S1787,K052,5,0.436,1,27,diagram
S1787,K032,6,0.304,1,26,diagram
S1787,K022,6,0.416,2,21,diagram
S1787,K014,10,0.348,3,26,diagram
S1787,K063,7,0.303,2,23,diagram
S1787,K003,9,0.336,3,16,diagram
S1787,K058,6,0.485,2,29,diagram
S1787,K046,5,0.384,1,14,diagram
S1787,K079,10,0.4,3,16,diagram
S1788,K075,3,0.134,0,20,practice
S1788,K029,12,0.337,4,20,practice
S1788,K037,6,0.331,1,17,practice
S1788,K023,5,0.217,1,17,practice
S1788,K065,2,0.287,0,13,practice
S1788,K061,4,0.177,1,14,practice
S1788,K038,6,0.328,1,9,practice
S1788,K022,3,0.426,1,18,practice
S1788,K064,4,0.335,1,20,practice
S1788,K077,6,0.222,1,15,practice
S1788,K033,11,0.394,3,16,practice
S1788,K039,5,0.19,1,8,practice
S1788,K042,5,0.326,1,24,practice
S1789,K075,5,0.4,1,24,diagram
S1789,K028,12,0.633,5,22,diagram
S1789,K001,10,0.385,3,31,diagram
S1789,K050,7,0.505,2,20,diagram
S1789,K049,5,0.511,2,21,diagram
S1789,K004,6,0.506,2,19,diagram
S1789,K057,9,0.455,3,29,diagram
S1789,K018,2,0.58,0,25,diagram
S1789,K032,6,0.404,2,17,diagram
S1789,K035,2,0.631,0,10,diagram
S1789,K014,5,0.453,1,30,diagram
S1789,K063,8,0.443,3,28,diagram
S1789,K058,7,0.398,2,20,diagram
S1789,K016,4,0.381,1,24,diagram
S1789,K080,9,0.265,2,26,diagram
S1789,K046,9,0.377,3,29,diagram
S1790,K020,7,0.466,2,22,practice
S1790,K028,9,0.599,3,16,practice
S1790,K026,4,0.507,1,22,practice
S1790,K001,6,0.407,2,21,practice
S1790,K036,8,0.514,3,20,practice
S1790,K061,4,0.368,1,13,practice
S1790,K068,7,0.342,2,7,practice
S1790,K024,6,0.393,2,18,practice
S1790,K057,3,0.344,1,12,practice
S1790,K059,13,0.588,5,15,practice
S1790,K038,5,0.437,1,19,practice
S1790,K062,7,0.411,2,10,practice
S1790,K041,5,0.528,2,18,practice
S1790,K078,6,0.298,1,17,practice
S1790,K002,4,0.485,1,26,practice
S1790,K039,9,0.65,4,21,practice
S1791,K037,7,0.707,3,20,practice
S1791,K028,9,0.847,4,25,practice
S1791,K051,11,0.802,5,30,practice
S1791,K031,12,0.827,6,18,practice
S1791,K065,11,0.627,4,33,practice
S1791,K030,5,0.745,2,22,practice
S1791,K004,11,0.555,4,28,practice
S1791,K044,6,0.693,2,15,practice
S1791,K018,9,0.887,4,23,practice
S1791,K052,13,0.688,6,16,practice
S1791,K032,5,0.594,2,21,practice
S1791,K045,9,0.903,5,19,practice
S1791,K071,10,0.465,3,29,practice
S1791,K038,13,0.616,5,25,practice
S1791,K022,5,0.62,2,15,practice
S1791,K048,9,0.567,3,25,practice
S1791,K064,9,0.661,4,27,practice
S1791,K047,11,0.651,5,17,practice
S1791,K034,14,0.741,6,19,practice
S1791,K003,10,0.599,4,24,practice
S1791,K008,13,0.601,5,24,practice
S1791,K041,8,0.583,3,24,practice
S1791,K033,8,0.629,3,29,practice
S1791,K055,8,0.64,3,23,practice
S1791,K078,9,0.558,3,22,practice
S1792,K020,5,0.3,1,19,explanation
S1792,K051,5,0.298,1,20,explanation
S1792,K031,7,0.401,2,24,explanation
S1792,K001,2,0.233,0,26,explanation
S1792,K018,7,0.343,2,23,explanation
S1792,K052,5,0.373,1,21,explanation
S1792,K006,3,0.273,0,25,explanation
S1792,K019,4,0.352,1,20,explanation
S1792,K043,4,0.433,1,18,explanation
S1792,K047,6,0.471,2,13,explanation
S1792,K058,10,0.344,3,23,explanation
S1792,K053,4,0.294,1,25,explanation
S1792,K077,3,0.229,0,15,explanation
S1792,K062,6,0.42,2,21,explanation
S1792,K041,5,0.268,1,18,explanation
S1792,K046,8,0.366,2,22,explanation
S1792,K039,8,0.336,2,23,explanation
S1792,K079,4,0.274,1,9,explanation
S1792,K054,4,0.197,1,24,explanation
S1793,K075,6,0.35,2,18,examples
S1793,K037,7,0.429,2,10,examples
S1793,K025,4,0.568,1,20,examples
S1793,K028,8,0.598,3,23,examples
S1793,K072,11,0.189,3,20,examples
S1793,K001,10,0.354,3,13,examples
S1793,K011,5,0.264,1,17,examples
S1793,K030,5,0.415,1,18,examples
S1793,K010,12,0.428,4,19,examples
S1793,K061,4,0.472,1,19,examples
S1793,K013,4,0.405,1,13,examples
S1793,K049,8,0.459,3,12,examples
S1793,K018,9,0.429,3,12,examples
S1793,K052,7,0.414,2,12,examples
S1793,K032,6,0.536,2,23,examples
S1793,K006,9,0.398,3,12,examples
S1793,K017,9,0.411,3,24,examples
S1793,K003,7,0.416,2,9,examples
S1793,K058,14,0.316,4,10,examples
S1793,K033,12,0.34,4,14,examples
S1793,K055,2,0.4,0,11,examples
S1793,K046,5,0.508,2,20,examples
S1794,K075,6,0.365,2,24,practice
S1794,K072,3,0.254,0,16,practice
S1794,K001,5,0.298,1,20,practice
S1794,K060,2,0.149,0,18,practice
S1794,K011,6,0.12,1,22,practice
S1794,K036,6,0.39,2,25,practice
S1794,K050,6,0.262,1,22,practice
S1794,K010,4,0.224,1,23,practice
S1794,K068,4,0.264,1,21,practice
S1794,K005,2,0.059,0,17,practice
S1794,K004,3,0.209,0,23,practice
S1794,K076,3,0.066,0,19,practice
S1794,K057,4,0.24,1,20,practice
S1794,K045,3,0.429,1,21,practice
S1794,K006,5,0.191,1,13,practice
S1794,K035,9,0.358,3,16,practice
S1794,K059,6,0.292,1,18,practice
S1794,K022,5,0.29,1,10,practice
S1794,K064,2,0.328,0,16,practice
S1794,K047,4,0.153,1,17,practice
S1794,K021,4,0.203,1,24,practice
S1794,K034,3,0.372,1,15,practice
S1794,K033,8,0.336,2,22,practice
S1794,K078,3,0.15,0,16,practice
S1794,K054,3,0.268,0,21,practice
S1795,K065,6,0.442,2,16,diagram
S1795,K060,7,0.442,2,18,diagram
S1795,K040,9,0.342,3,12,diagram
S1795,K024,5,0.643,2,11,diagram
S1795,K076,5,0.27,1,12,diagram
S1795,K044,10,0.553,4,18,diagram
S1795,K018,5,0.716,2,21,diagram
S1795,K071,4,0.324,1,15,diagram
S1795,K022,6,0.479,2,13,diagram
S1795,K014,6,0.343,2,19,diagram
S1795,K017,5,0.53,2,19,diagram
S1795,K016,4,0.478,1,26,diagram
S1795,K077,7,0.419,2,13,diagram
S1795,K033,5,0.366,1,24,diagram
S1795,K046,5,0.575,2,18,diagram
S1795,K078,2,0.213,0,22,diagram
S1795,K073,5,0.304,1,15,diagram
S1796,K025,9,0.389,3,15,diagram
S1796,K023,8,0.344,2,18,diagram
S1796,K026,11,0.463,4,21,diagram
S1796,K072,6,0.22,1,15,diagram
S1796,K001,6,0.276,1,10,diagram
S1796,K005,12,0.246,3,20,diagram
S1796,K067,6,0.382,2,21,diagram
S1796,K057,1,0.169,0,21,diagram
S1796,K018,6,0.387,2,23,diagram
S1796,K052,3,0.337,1,18,diagram
S1796,K035,9,0.411,3,26,diagram
S1796,K071,4,0.282,1,21,diagram
S1796,K038,6,0.445,2,20,diagram
S1796,K019,7,0.319,2,16,diagram
S1796,K043,9,0.545,3,15,diagram
S1796,K048,4,0.317,1,24,diagram
S1796,K056,6,0.443,2,26,diagram
S1796,K021,7,0.432,2,17,diagram
S1796,K041,4,0.212,1,21,diagram
S1796,K033,5,0.376,1,19,diagram
S1796,K078,6,0.138,1,20,diagram
S1796,K015,2,0.256,0,14,diagram
S1797,K037,7,0.413,2,16,explanation
S1797,K023,6,0.463,2,22,explanation
S1797,K060,8,0.403,2,20,explanation
S1797,K050,7,0.353,2,18,explanation
S1797,K010,5,0.257,1,6,explanation
S1797,K068,4,0.484,1,23,explanation
S1797,K049,9,0.241,2,10,explanation
S1797,K024,6,0.329,1,18,explanation
S1797,K057,4,0.33,1,12,explanation
S1797,K027,7,0.258,2,18,explanation
S1797,K003,3,0.164,0,23,explanation
S1797,K016,8,0.338,2,15,explanation
S1797,K033,10,0.448,3,13,explanation
S1797,K078,7,0.329,2,11,explanation
S1797,K015,3,0.253,0,23,explanation
S1797,K039,7,0.327,2,19,explanation
S1797,K054,3,0.386,1,8,explanation
S1798,K025,6,0.467,2,23,examples
S1798,K028,7,0.624,3,12,examples
S1798,K031,8,0.453,3,12,examples
S1798,K001,3,0.481,1,13,examples
S1798,K011,13,0.419,4,20,examples
S1798,K036,13,0.579,5,15,examples
S1798,K030,7,0.695,3,14,examples
S1798,K050,4,0.424,1,17,examples
S1798,K005,6,0.606,2,11,examples
S1798,K018,8,0.523,3,15,examples
S1798,K035,13,0.54,5,20,examples
S1798,K021,9,0.579,3,20,examples
S1798,K077,6,0.48,2,13,examples
S1798,K033,9,0.461,3,24,examples
S1798,K055,7,0.464,2,26,examples
S1798,K046,4,0.668,1,8,examples
S1798,K002,7,0.519,2,18,examples
S1799,K075,5,0.303,1,11,practice
S1799,K023,12,0.431,4,22,practice
S1799,K026,10,0.482,3,17,practice
S1799,K072,5,0.239,1,26,practice
S1799,K065,3,0.247,0,26,practice
S1799,K060,4,0.255,1,21,practice
S1799,K011,1,0.198,0,23,practice
S1799,K036,4,0.39,1,22,practice
S1799,K013,4,0.256,1,27,practice
S1799,K068,8,0.335,2,27,practice
S1799,K004,6,0.449,2,17,practice
S1799,K067,4,0.386,1,15,practice
S1799,K069,5,0.396,1,19,practice
S1799,K045,5,0.277,1,27,practice
S1799,K019,3,0.362,1,26,practice
S1799,K063,3,0.35,1,23,practice
S1799,K047,5,0.397,1,14,practice
S1799,K056,6,0.364,2,19,practice
S1799,K016,6,0.322,1,24,practice
S1800,K028,5,0.209,1,18,practice
S1800,K026,5,0.265,1,16,practice
S1800,K031,8,0.25,2,14,practice
S1800,K001,5,0.194,1,28,practice
S1800,K065,4,0.211,1,18,practice
S1800,K052,4,0.29,1,17,practice
S1800,K059,3,0.107,0,17,practice
S1800,K019,1,0.238,0,28,practice
S1800,K014,5,0.098,1,10,practice
S1800,K017,5,0.238,1,9,practice
S1800,K056,5,0.252,1,6,practice
S1800,K021,4,0.204,1,12,practice
S1800,K003,5,0.267,1,24,practice
S1800,K008,8,0.172,2,12,practice
S1800,K016,6,0.265,1,18,practice
S1800,K033,7,0.109,1,11,practice
S1800,K078,3,0.105,0,14,practice
S1800,K073,1,0.097,0,15,practice
S1801,K029,6,0.6,2,20,examples
S1801,K028,6,0.754,3,27,examples
S1801,K026,9,0.75,4,25,examples
S1801,K072,7,0.247,2,6,examples
S1801,K001,6,0.597,2,19,examples
S1801,K050,9,0.453,3,17,examples
S1801,K009,11,0.568,4,13,examples
S1801,K071,10,0.425,3,8,examples
S1801,K027,12,0.428,4,24,examples
S1801,K007,7,0.361,2,13,examples
S1801,K080,7,0.311,2,26,examples
S1801,K046,7,0.46,2,20,examples
S1801,K073,3,0.288,0,11,examples
S1802,K020,5,0.71,2,24,explanation
S1802,K037,8,0.627,3,17,explanation
S1802,K023,8,0.553,3,21,explanation
S1802,K026,5,0.591,2,20,explanation
S1802,K065,5,0.579,2,8,explanation
S1802,K011,6,0.437,2,20,explanation
S1802,K005,5,0.413,1,18,explanation
S1802,K018,12,0.765,6,13,explanation
S1802,K052,9,0.595,3,8,explanation
S1802,K032,15,0.549,6,21,explanation
S1802,K006,7,0.469,2,15,explanation
S1802,K038,5,0.417,1,21,explanation
S1802,K022,11,0.59,4,17,explanation
S1802,K019,7,0.643,3,15,explanation
S1802,K034,8,0.533,3,17,explanation
S1802,K016,13,0.649,5,6,explanation
S1802,K077,7,0.664,3,16,explanation
S1802,K033,9,0.57,3,13,explanation
S1802,K078,13,0.179,3,19,explanation
S1802,K073,5,0.319,1,14,explanation
S1803,K025,13,0.692,6,27,explanation
S1803,K026,13,0.857,7,18,explanation
S1803,K072,12,0.367,4,20,explanation
S1803,K065,8,0.638,3,20,explanation
S1803,K011,6,0.478,2,17,explanation
S1803,K010,9,0.572,3,23,explanation
S1803,K049,14,0.756,7,20,explanation
S1803,K005,7,0.497,2,28,explanation
S1803,K024,6,0.744,2,22,explanation
S1803,K018,13,0.816,6,28,explanation
S1803,K032,13,0.642,5,23,explanation
S1803,K022,4,0.626,1,22,explanation
S1803,K019,6,0.771,3,17,explanation
S1803,K043,12,0.601,5,30,explanation
S1803,K016,9,0.819,4,21,explanation
S1803,K062,5,0.542,2,30,explanation
S1804,K075,5,0.365,1,23,examples
S1804,K028,9,0.508,3,12,examples
S1804,K023,6,0.456,2,19,examples
S1804,K051,1,0.416,0,24,examples
S1804,K001,4,0.264,1,26,examples
S1804,K060,6,0.277,1,16,examples
S1804,K004,7,0.241,2,21,examples
S1804,K057,4,0.29,1,29,examples
S1804,K052,5,0.412,1,16,examples
S1804,K032,4,0.368,1,24,examples
S1804,K071,7,0.408,2,15,examples
S1804,K022,3,0.216,0,20,examples
S1804,K007,4,0.37,1,24,examples
S1804,K043,5,0.421,1,23,examples
S1804,K048,5,0.294,1,19,examples
S1804,K034,8,0.42,2,24,examples
S1804,K003,5,0.272,1,22,examples
S1804,K016,5,0.329,1,26,examples
S1805,K029,1,0.238,0,13,diagram
S1805,K037,8,0.232,2,25,diagram
S1805,K001,2,0.112,0,20,diagram
S1805,K050,3,0.191,0,23,diagram
S1805,K018,3,0.117,0,15,diagram
S1805,K052,10,0.261,3,16,diagram
S1805,K043,1,0.287,0,9,diagram
S1805,K017,3,0.195,0,17,diagram
S1805,K070,5,0.237,1,20,diagram
S1805,K047,4,0.198,1,14,diagram
S1805,K021,2,0.027,0,17,diagram
S1805,K034,3,0.213,0,18,diagram
S1805,K058,1,0.056,0,12,diagram
S1805,K033,5,0.14,1,17,diagram
S1806,K072,1,0.101,0,4,diagram
S1806,K001,4,0.098,0,13,diagram
S1806,K013,1,0.195,0,22,diagram
S1806,K052,2,0.246,0,23,diagram
S1806,K006,8,0.233,2,21,diagram
S1806,K059,7,0.1,1,21,diagram
S1806,K027,6,0.238,1,23,diagram
S1806,K019,7,0.321,2,23,diagram
S1806,K007,3,0.18,0,23,diagram
S1806,K043,6,0.238,1,20,diagram
S1806,K048,3,0.237,0,9,diagram
S1806,K017,4,0.14,1,19,diagram
S1806,K064,2,0.104,0,15,diagram
S1806,K034,3,0.201,0,27,diagram
S1806,K003,7,0.243,2,8,diagram
S1806,K008,3,0.181,0,12,diagram
S1806,K016,3,0.199,0,22,diagram
S1806,K033,6,0.157,1,20,diagram
S1806,K039,4,0.142,1,29,diagram
S1806,K042,2,0.168,0,16,diagram
S1806,K079,4,0.113,0,22,diagram
S1806,K073,4,0.053,0,15,diagram
S1807,K075,7,0.407,2,15,explanation
S1807,K037,8,0.361,2,14,explanation
S1807,K051,4,0.419,1,18,explanation
S1807,K072,2,0.075,0,21,explanation
S1807,K065,3,0.163,0,13,explanation
S1807,K024,6,0.376,2,14,explanation
S1807,K032,7,0.265,2,23,explanation
S1807,K045,3,0.281,0,28,explanation
S1807,K027,2,0.409,0,11,explanation
S1807,K056,5,0.416,1,17,explanation
S1807,K053,7,0.398,2,11,explanation
S1807,K077,5,0.221,1,21,explanation
S1807,K055,7,0.532,2,19,explanation
S1807,K015,3,0.197,0,17,explanation
S1807,K041,5,0.34,1,8,explanation
